hsb_red;Red Blood;;;;;;;;;;;;;x
hsb_bronze;Bronze Blood;;;;;;;;;;;;;x
hsb_yellow;Yellow Blood;;;;;;;;;;;;;x
hsb_lime;Lime Blood;;;;;;;;;;;;;x
hsb_jade;Jade Blood;;;;;;;;;;;;;x
hsb_teal;Teal Blood;;;;;;;;;;;;;x
hsb_blue;Blue Blood;;;;;;;;;;;;;x
hsb_indigo;Indigo Blood;;;;;;;;;;;;;x
hsb_violet;Violet Blood;;;;;;;;;;;;;x
hs_halfling;Halfling;;;;;;;;;;;;;x
hs_nspawn;Nightspawn;;;;;;;;;;;;;x
hs_primord;Primordial;;;;;;;;;;;;;x

hsb_red_desc;This character has the most mundane of blood colours. Redbloods have little to no demonic lineage and are unable to use any form of magic, although their blood is the most potent of all magical reagents. Redbloods have no special powers, but also lack the more specific weaknesses that tend to come with higher hues.;;;;;;;;;;;;;x
hsb_bronze_desc;This character has bronze blood, indicative of an extremely faint demonic taint. Bronzebloods are extremely bad with magic, although they have some residual ability permitting them to dabble in the most basic of arcane arts. Bronzebloods also tend to be stronger than average humans.;;;;;;;;;;;;;x
hsb_yellow_desc;This character has yellow-tinted blood. Yellowbloods have a little demonic blood in their veins, giving them the ability to practice some elementary magic. Yellowbloods are more susceptible to falling victims to their own arbitrary whims and urges.;;;;;;;;;;;;;x
hsb_lime_desc;This character has lime-coloured blood, indicative of their modest demonic lineage. Limebloods are magically inert - neither can they practice magic, nor can their blood be used as a reagent in spells - but make up for this with their innate charisma and longevity.;;;;;;;;;;;;;x
hsb_jade_desc;This character has jade blood. Jadebloods are cold and calculating, somewhat distanced from their emotions, but also have a strong urge of self-preservation that may be confused by others for cowardice.;;;;;;;;;;;;;x
hsb_teal_desc;This character has teal blood, indicative of their demonic origin. Tealbloods often lead passionate lives, immersing themselves fully in their emotions, be they anger or love. Tealbloods may live for centuries, but their thirst for adventure leaves them at risk.;;;;;;;;;;;;;x
hsb_blue_desc;This character has blue blood. Due to their significant demonic lineage, bluebloods are potent practitioners of magic, but they are also prone to fits of anger and rage that do not discriminate between friend and foe.;;;;;;;;;;;;;x
hsb_indigo_desc;This character has indigo-tinted blood. Indigo-bloods have a natural tendency to violence and paranoia - they can be very untrusting and caustic to their relationships as they usually look only after themselves.;;;;;;;;;;;;;x
hsb_violet_desc;This character has violet blood. The highest hue on the spectrum, violetbloods are the most potent human practititoners of magic. They can live for abnormal amounts of time, but their lives are complicated by their common overconfidence and lack of consideration for others.;;;;;;;;;;;;;x
hs_halfling_desc;This character is a halfling. Halflings are hybrids of humans and Nightspawn. They are very long-lived and are usually observed to be both strong and quick of mind, but they most commonly have no compassion for others and their suffering.;;;;;;;;;;;;;x
hs_nspawn_desc;This character is Nightspawned. Nightspawn were once human in both form and nature, but ancient and now-forgotten blood contracts with the Primodials had them transformed into servants of the darkness. They are extremely long-lived and hot-tempered, but aren't beyond self-control.;;;;;;;;;;;;;x
hs_primod_desc;This character is a Primordial. Primordials are the medium and instrument of darkness on Earth, immortal and eternal. Through their veins runs milky blood, its hue invisible to humans. Many Primodials are older than history and civilisation, and some have even witnessed the very dawn of man and Earth.;;;;;;;;;;;;;x
