# EMPIRES
e_germania;Germania;;;;;;;;;;;;;x
e_germania_adj;Germanian;;;;;;;;;;;;;x
e_gaul;Gaul;;;;;;;;;;;;;x
e_gaul_adj;Gallic;;;;;;;;;;;;;x
e_avaria;Avaria;;;;;;;;;;;;;x
e_avaria_adj;Avar;;;;;;;;;;;;;x
e_italia;Italia;;;;;;;;;;;;;x
e_italia_adj;Italian;;;;;;;;;;;;;x
e_aksum;Aksum;;;;;;;;;;;;;x
e_aksum_adj;Aksumite;;;;;;;;;;;;;x
e_mauretania;Mauritania;;;;;;;;;;;;;x
e_mauretania_adj;Mauretanian;;;;;;;;;;;;;x
e_africa;Africa;;;;;;;;;;;;;x
e_africa_adj;African;;;;;;;;;;;;;x
e_hispania;Hispania;;;;;;;;;;;;;x
e_hispania_adj;Hispanian;;;;;;;;;;;;;x
e_caliphate;The Caliphate;;;;;;;;;;;;;x
e_caliphate_adj;Caliphal;;;;;;;;;;;;;x
# KINGDOMS
k_iceland;Iceland;;;;;;;;;;;;;x
k_iceland_adj;Icelandic;;;;;;;;;;;;;x
k_gautland;Gautland;;;;;;;;;;;;;x
k_gautland_adj;Geatish;;;;;;;;;;;;;x
k_jorvik;York;;;;;;;;;;;;;x
k_jorvik_adj;Yorkish;;;;;;;;;;;;;x
k_isles;The Isles;;;;;;;;;;;;;x
k_isles_adj;Islander;;;;;;;;;;;;;x
k_norrland;Norrland;;;;;;;;;;;;;x
k_norrland_adj;Norrlander;;;;;;;;;;;;;x
k_saxony;Saxony;;;;;;;;;;;;;x
k_saxony_adj;Saxon;;;;;;;;;;;;;x
k_franconia;Franconia;;;;;;;;;;;;;x
k_franconia_adj;Franconian;;;;;;;;;;;;;x
k_saxony;Saxony;;;;;;;;;;;;;x
k_saxony_adj;Saxon;;;;;;;;;;;;;x
k_austrasia;Austrasia;;;;;;;;;;;;;x
k_austrasia_adj;Austrasia;;;;;;;;;;;;;x
k_serbia;Serbia;;;;;;;;;;;;;x
k_serbia_adj;Serbian;;;;;;;;;;;;;x
k_hungaria;Hungaria;;;;;;;;;;;;;x
k_hungaria_adj;Hungarian;;;;;;;;;;;;;x
k_aquitania;Aquitania;;;;;;;;;;;;;x
k_aquitania_adj;Aquitanian;;;;;;;;;;;;;x
k_steppe;The Steppe;;;;;;;;;;;;;x
k_steppe_adj;Steppe;;;;;;;;;;;;;x
k_volga;Volga;;;;;;;;;;;;;x
k_volga_adj;Volgan;;;;;;;;;;;;;x
k_narbo;Narbonesis;;;;;;;;;;;;;x
k_narbo_adj;Narbonesian;;;;;;;;;;;;;x
k_langobardia;Langobardia;;;;;;;;;;;;;x
k_langobardia_adj;Langobard;;;;;;;;;;;;;x
k_roma;Roma;;;;;;;;;;;;;x
k_roma_adj;Roman;;;;;;;;;;;;;x
k_napoli;Neapoli;;;;;;;;;;;;;x
k_napoli_adj;Neapolitan;;;;;;;;;;;;;x
k_epirus;Epirus;;;;;;;;;;;;;x
k_epirus_adj;Epireot;;;;;;;;;;;;;x
k_latvia;Latvia;;;;;;;;;;;;;x
k_latvia_adj;Latvian;;;;;;;;;;;;;x
k_azov;Azov;;;;;;;;;;;;;x
k_azov_adj;Azovian;;;;;;;;;;;;;x
k_avaria;Avaria;;;;;;;;;;;;;x
k_avaria_adj;Avar;;;;;;;;;;;;;x
k_armorica;Armorica;;;;;;;;;;;;;x
k_armorica_adj;Armorican;;;;;;;;;;;;;x
k_nikea;Nikea;;;;;;;;;;;;;x
k_nikea_adj;Nikean;;;;;;;;;;;;;x
k_ilyria;Ilyria;;;;;;;;;;;;;x
k_ilyria_adj;Ilyrian;;;;;;;;;;;;;x
k_tarraconensis;Tarraconensis;;;;;;;;;;;;;x
k_tarraconensis_adj;Tarraconesian;;;;;;;;;;;;;x
k_cartaginensis;Cartaginensis;;;;;;;;;;;;;x
k_cartaginensis_adj;Cartaginesian;;;;;;;;;;;;;x
k_lusitania;Lusitania;;;;;;;;;;;;;x
k_lusitania_adj;Lusitanian;;;;;;;;;;;;;x
k_gallaecia;Gallaecia;;;;;;;;;;;;;x
k_gallaecia_adj;Gallaecian;;;;;;;;;;;;;x
k_baetica;Baetica;;;;;;;;;;;;;x
k_baetica_adj;Baetican;;;;;;;;;;;;;x
k_siberia;Siberia;;;;;;;;;;;;;x
k_siberia_adj;Siberian;;;;;;;;;;;;;x
k_aksum;Aksum;;;;;;;;;;;;;x
k_aksum_adj;Aksumite;;;;;;;;;;;;;x
k_attica;Attica;;;;;;;;;;;;;x
k_attica_adj;Attican;;;;;;;;;;;;;x
k_xwarazmshahiyan;Xwarazmshahiyan;;;;;;;;;;;;;x
k_xwarazmshahiyan_adj;Xwarazmshahiyanian;;;;;;;;;;;;;x
k_mauretaniacaesariensis;Mauritania Caesarientsis;;;;;;;;;;;;;x
k_mauretaniacaesariensis_adj;Caesarientine;;;;;;;;;;;;;x
k_mauretaniatingitana;Mauritania Tingitana;;;;;;;;;;;;;x
k_mauretaniatingitana_adj;Tingitan;;;;;;;;;;;;;x
k_carthago;Carthago;;;;;;;;;;;;;x
k_carthago_adj;Carthaginean;;;;;;;;;;;;;x
k_aegyptus;Aegyptus;;;;;;;;;;;;;x
k_aegyptus_adj;Aegyptian;;;;;;;;;;;;;x
k_lybia;Lybia;;;;;;;;;;;;;x
k_lybia_adj;Lybian;;;;;;;;;;;;;x
k_sinai;Sinai;;;;;;;;;;;;;x
k_sinai_adj;Sinaian;;;;;;;;;;;;;x
k_lechitic;the Lechites;;;;;;;;;;;;;x
k_lechitic_adj;Lechitic;;;;;;;;;;;;;x
# DUCHIES
d_omsk;Omsk;;;;;;;;;;;;;x
d_omsk_adj;Omskian;;;;;;;;;;;;;x
d_hamburg;Hamburg;;;;;;;;;;;;;x
d_habmurg_adj;Hamburgian;;;;;;;;;;;;;x
d_winchester;Winchester;;;;;;;;;;;;;x
d_winchester_adj;Winchesterian;;;;;;;;;;;;;x
d_nordlandet;Nordlandet;;;;;;;;;;;;;x
d_nordlandet_adj;Nordlander;;;;;;;;;;;;;x
d_hum;Hum;;;;;;;;;;;;;x
d_hum_adj;Humian;;;;;;;;;;;;;x
d_heves;Heves;;;;;;;;;;;;;x
d_heves_adj;Hevesian;;;;;;;;;;;;;x
d_kent;Kent;;;;;;;;;;;;;x
d_kent_adj;Kentian;;;;;;;;;;;;;x
d_vilnius;Vilnius;;;;;;;;;;;;;x
d_vilnius_adj;Vilnian;;;;;;;;;;;;;x
d_minsk;Minsk;;;;;;;;;;;;;x
d_minsk_adj;Minskian;;;;;;;;;;;;;x
d_lithuania;Lithuania;;;;;;;;;;;;;x
d_lithuania_adj;Lithuanian;;;;;;;;;;;;;x
d_shrewsbury;Shrewsbury;;;;;;;;;;;;;x
d_shrewsbury_adj;Shrewsburian;;;;;;;;;;;;;x
d_sudreyjar;The Southern Isles;;;;;;;;;;;;;x
d_sudreyjar_adj;Southern Islander;;;;;;;;;;;;;x
d_nordreyjar;The Northern Isles;;;;;;;;;;;;;x
d_nordreyjar_adj;Northern Islander;;;;;;;;;;;;;x
d_suomalaiset;Suomalaiset;;;;;;;;;;;;;x
d_suomalaiset_adj;Suomi;;;;;;;;;;;;;x
d_salmalaiset;Salmalaiset;;;;;;;;;;;;;x
d_salmalaiset_adj;Salmi;;;;;;;;;;;;;x
d_herjedalen;Herjedalen;;;;;;;;;;;;;x
d_herjedalen_adj;Herjedalian;;;;;;;;;;;;;x
d_polania;Polania;;;;;;;;;;;;;x
d_polania_adj;Polanian;;;;;;;;;;;;;x
d_daugava;Daugava;;;;;;;;;;;;;x
d_daugava_adj;Daugavan;;;;;;;;;;;;;x
d_narbo;Narbonesis;;;;;;;;;;;;;x
d_narbo_adj;Narbonesian;;;;;;;;;;;;;x
d_nice;Nice;;;;;;;;;;;;;x
d_nice_adj;Niçois;;;;;;;;;;;;;x
d_lorraine;Lorraine;;;;;;;;;;;;;x
d_lorraine_adj;Lorrainian;;;;;;;;;;;;;x
d_rouen;Rouen;;;;;;;;;;;;;x
d_rouen_adj;Rouennois;;;;;;;;;;;;;x
d_rouen;Rouen;;;;;;;;;;;;;x
d_rouen_adj;Rouennois;;;;;;;;;;;;;x
d_troyes;Troyes;;;;;;;;;;;;;x
d_troyes_adj;Troyen;;;;;;;;;;;;;x
d_vienne;Vienne;;;;;;;;;;;;;x
d_vienne_adj;Viennois;;;;;;;;;;;;;x
d_spis;Spis;;;;;;;;;;;;;x
d_spis_adj;Spis;;;;;;;;;;;;;x
d_oleshye;Oleshye;;;;;;;;;;;;;x
d_oleshye_adj;Oleshyan;;;;;;;;;;;;;x
d_petra;Petra;;;;;;;;;;;;;x
d_petra_adj;Petran;;;;;;;;;;;;;x
d_acre;Acre;;;;;;;;;;;;;x
d_acre_adj;Acrenian;;;;;;;;;;;;;x
d_chud;Chud;;;;;;;;;;;;;x
